token,predicted_tag,source
yan,DT,outahajala.csv
s,S,outahajala.csv
yan,DT,outahajala.csv
.,PUNC,outahajala.csv
is,C,outahajala.csv
as,S_PP,outahajala.csv
ka,PROT,outahajala.csv
tssfld,VB,outahajala.csv
tinirt,NN,outahajala.csv
",",PUNC,outahajala.csv
tgr,VB,outahajala.csv
itli,NN,outahajala.csv
nns,DT,outahajala.csv
g,S,outahajala.csv
wakal,NN,outahajala.csv
",",PUNC,outahajala.csv
tffɣ,VB,outahajala.csv
g,S,outahajala.csv
usṛẓm,NN,outahajala.csv
",",PUNC,outahajala.csv
tayl,VB,outahajala.csv
d,C,outahajala.csv
ignwan,NN,outahajala.csv
.,PUNC,outahajala.csv
lliɣ,C,outahajala.csv
d,PROR,outahajala.csv
yaɣul,VB,outahajala.csv
ḥmad,NNP,outahajala.csv
unamir,NNP,outahajala.csv
",",PUNC,outahajala.csv
ur,NEG,outahajala.csv
d,PROR,outahajala.csv
yufi,VB,outahajala.csv
amr,NN,outahajala.csv
itli,NN,outahajala.csv
n,S,outahajala.csv
tsmunt,NN,outahajala.csv
nns,DT,outahajala.csv
",",PUNC,outahajala.csv
yasi,VB,outahajala.csv
t,PP,outahajala.csv
",",PUNC,outahajala.csv
s,S,outahajala.csv
kigan,DT,outahajala.csv
n,S,outahajala.csv
unzgum,NN,outahajala.csv
",",PUNC,outahajala.csv
iddu,VB,outahajala.csv
iniy,VB,outahajala.csv
ayyis,NN,outahajala.csv
nns,DT,outahajala.csv
ar,S,outahajala.csv
dar,S,outahajala.csv
yigidr,NN,outahajala.csv
",",PUNC,outahajala.csv
yini,VB,outahajala.csv
as,S_PP,outahajala.csv
:,PUNC,outahajala.csv
«,PUNC,outahajala.csv
buyh,IN,outahajala.csv
a,VOC,outahajala.csv
igidr,NN,outahajala.csv
azgzaw,ADJ,outahajala.csv
",",PUNC,outahajala.csv
asmun,NN,outahajala.csv
inu,DT,outahajala.csv
ɣli,VB,outahajala.csv
nn,PROR,outahajala.csv
d,S,outahajala.csv
ignwan,NN,outahajala.csv
!,PUNC,outahajala.csv
»,PUNC,outahajala.csv
irar,VB,outahajala.csv
as,S_PP,outahajala.csv
d,PROR,outahajala.csv
yigidr,NN,outahajala.csv
:,PUNC,outahajala.csv
«,PUNC,outahajala.csv
ɣrs,VB,outahajala.csv
i,S,outahajala.csv
wayyis,NN,outahajala.csv
nnk,DT,outahajala.csv
a,VOC,outahajala.csv
ḥmad,NNP,outahajala.csv
unamir,NNP,outahajala.csv
s,C,outahajala.csv
awa,VOC,outahajala.csv
tlkmt,VB,outahajala.csv
mmu,DT,outahajala.csv
udlal,NN,outahajala.csv
ijjan,VBP,outahajala.csv
»,PUNC,outahajala.csv
irar,VB,outahajala.csv
as,S_PP,outahajala.csv
d,PROR,outahajala.csv
ḥmad,NNP,outahajala.csv
unamir,NNP,outahajala.csv
:,PUNC,outahajala.csv
«,PUNC,outahajala.csv
mmak,ADV,outahajala.csv
qqrsɣ,VB,outahajala.csv
i,S,outahajala.csv
wayyis,NN,outahajala.csv
inu,DT,outahajala.csv
",",PUNC,outahajala.csv
mu,REL,outahajala.csv
giɣ,VB,outahajala.csv
ilguma,ADV,outahajala.csv
n,S,outahajala.csv
wurɣ,NN,outahajala.csv
aylliɣ,C,outahajala.csv
akkw,ADV,outahajala.csv
mdan,VB,outahajala.csv
?,PUNC,outahajala.csv
»,PUNC,outahajala.csv
irar,VB,outahajala.csv
as,S_PP,outahajala.csv
d,PROR,outahajala.csv
wayyis,NN,outahajala.csv
nns,DT,outahajala.csv
:,PUNC,outahajala.csv
«,PUNC,outahajala.csv
tjja,VB,outahajala.csv
lmut,NN,outahajala.csv
a,VOC,outahajala.csv
bab,DT,outahajala.csv
inu,DT,outahajala.csv
",",PUNC,outahajala.csv
iɣ,C,outahajala.csv
tlkmt,VB,outahajala.csv
dar,S,outahajala.csv
mmu,DT,outahajala.csv
udlal,NN,outahajala.csv
ijjan,VBP,outahajala.csv
!,PUNC,outahajala.csv
»,PUNC,outahajala.csv
iɣrs,VB,outahajala.csv
i,S,outahajala.csv
wayyis,NN,outahajala.csv
lli,DT,outahajala.csv
nns,DT,outahajala.csv
",",PUNC,outahajala.csv
ifk,VB,outahajala.csv
t,PP,outahajala.csv
i,S,outahajala.csv
yigidr,NN,outahajala.csv
.,PUNC,outahajala.csv
icc,VB,outahajala.csv
t,PP,outahajala.csv
aylliɣ,C,outahajala.csv
ijjawn,VB,outahajala.csv
",",PUNC,outahajala.csv
yasi,VB,outahajala.csv
ilmma,ADV,outahajala.csv
ḥmad,NNP,outahajala.csv
unamir,NNP,outahajala.csv
xf,S,outahajala.csv
tadawt,NN,outahajala.csv
nns,DT,outahajala.csv
",",PUNC,outahajala.csv
isslkm,VB,outahajala.csv
t,PP,outahajala.csv
ar,S,outahajala.csv
taɣbalut,NN,outahajala.csv
lliɣ,C,outahajala.csv
ttilint,VB,outahajala.csv
tinirin,NN,outahajala.csv
.,PUNC,outahajala.csv
ar,PRPR,outahajala.csv
ittqql,VB,outahajala.csv
aylliɣ,C,outahajala.csv
d,PROR,outahajala.csv
tucka,VB,outahajala.csv
tsmunt,NN,outahajala.csv
nns,DT,outahajala.csv
ad,PRPR,outahajala.csv
d,PROR,outahajala.csv
tagm,VB,outahajala.csv
",",PUNC,outahajala.csv
igr,VB,outahajala.csv
as,S_PP,outahajala.csv
nn,PROR,outahajala.csv
itli,NN,outahajala.csv
nns,DT,outahajala.csv
g,S,outahajala.csv
tbuqqalt,NN,outahajala.csv
.,PUNC,outahajala.csv
takwz,VB,outahajala.csv
t,PP,outahajala.csv
",",PUNC,outahajala.csv
munn,VB,outahajala.csv
ilmma,ADV,outahajala.csv
s,S,outahajala.csv
tgmmi,NN,outahajala.csv
n,S,outahajala.csv
tinirt,NN,outahajala.csv
lliɣ,C,outahajala.csv
zzrin,VB,outahajala.csv
kigan,DT,outahajala.csv
n,S,outahajala.csv
wussan,NN,outahajala.csv
ẓilnin,VBP,outahajala.csv
.,PUNC,outahajala.csv
yan,DT,outahajala.csv
wass,NN,outahajala.csv
g,S,outahajala.csv
wussan,NN,outahajala.csv
n,S,outahajala.csv
tfaska,NN,outahajala.csv
",",PUNC,outahajala.csv
tini,VB,outahajala.csv
as,S_PP,outahajala.csv
:,PUNC,outahajala.csv
«,PUNC,outahajala.csv
riɣ,VB,outahajala.csv
ad,PRPR,outahajala.csv
dduɣ,VB,outahajala.csv
ad,PRPR,outahajala.csv
ẓṛɣ,VB,outahajala.csv
tawja,NN,outahajala.csv
inu,DT,outahajala.csv
;,PUNC,outahajala.csv
maca,C,outahajala.csv
",",PUNC,outahajala.csv
ad,PRPR,outahajala.csv
nn,PROR,outahajala.csv
ur,NEG,outahajala.csv
taggwt,VB,outahajala.csv
ddaw,ADV,outahajala.csv
tẓṛut,NN,outahajala.csv
ad,DT,outahajala.csv
!,PUNC,outahajala.csv
»,PUNC,outahajala.csv
lliɣ,C,outahajala.csv
tdda,VB,outahajala.csv
",",PUNC,outahajala.csv
yini,VB,outahajala.csv
d,S,outahajala.csv
yixf,NN,outahajala.csv
nns,DT,outahajala.csv
:,PUNC,outahajala.csv
" PUNC
iqqan VB
d PṛOṛ
ad PṛPṛ
ssnɣ VB
ma ṛɛL
ad FOC
illan VBP
ddaw AḍV
tẓṛut NN
ad ḍṭ
",PUNC,outahajala.csv
.,PUNC,outahajala.csv
lliɣ,C,outahajala.csv
tt,PP,outahajala.csv
issinf,VB,outahajala.csv
",",PUNC,outahajala.csv
yanni,VB,outahajala.csv
nn,PROR,outahajala.csv
immas,NNK_PP,outahajala.csv
ar,PRPR,outahajala.csv
ukan,ADV,outahajala.csv
ttini,VB,outahajala.csv
:,PUNC,outahajala.csv
«,PUNC,outahajala.csv
ma,INT,outahajala.csv
rad,PRPR,outahajala.csv
iyi,S_PP,outahajala.csv
iɣrs,VB,outahajala.csv
i,S,outahajala.csv
ussfk,NN,outahajala.csv
inu,DT,outahajala.csv
",",PUNC,outahajala.csv
a,VOC,outahajala.csv
ḥmad,NNP,outahajala.csv
unamir,NNP,outahajala.csv
inu,DT,outahajala.csv
",",PUNC,outahajala.csv
a,VOC,outahajala.csv
ḥnnanu,NNK_PP,outahajala.csv
!,PUNC,outahajala.csv
»,PUNC,outahajala.csv
igr,VB,outahajala.csv
as,S_PP,outahajala.csv
d,PROR,outahajala.csv
tuzzalt,NN,outahajala.csv
ur,NEG,outahajala.csv
tt,PP,outahajala.csv
tlkim,VB,outahajala.csv
",",PUNC,outahajala.csv
iḍṛ,VB,outahajala.csv
d,PROR,outahajala.csv
ilmma,ADV,outahajala.csv
s,S,outahajala.csv
wakal,NN,outahajala.csv
ar,PRPR,outahajala.csv
ittini,VB,outahajala.csv
:,PUNC,outahajala.csv
«,PUNC,outahajala.csv
inɣa,VB,outahajala.csv
iyi,PP,outahajala.csv
uṢmmiḍ,NN,outahajala.csv
n,S,outahajala.csv
ngr,S,outahajala.csv
tgnaw,NN,outahajala.csv
a,VOC,outahajala.csv
immi,NNK_PP,outahajala.csv
!,PUNC,outahajala.csv
»,PUNC,outahajala.csv
.,PUNC,outahajala.csv
tayri,NN,outahajala.csv
tmmut,VB,outahajala.csv
ifka,VB,outahajala.csv
iyi,S_PP,outahajala.csv
zzman,NN,outahajala.csv
ɣas,ADV,outahajala.csv
imṭṭi,NN,outahajala.csv
ur,NEG,outahajala.csv
yad,ADV,outahajala.csv
nukiz,VB,outahajala.csv
tafsut,NN,outahajala.csv
i,S,outahajala.csv
wamud,NN,outahajala.csv
iḍṛa,VB,outahajala.csv
d,PROR,outahajala.csv
ɣifi,S_PP,outahajala.csv
mkṛḍul,NN,outahajala.csv
ul,NN,outahajala.csv
inu,DT,outahajala.csv
d,PRED,outahajala.csv
abrkan,NN,outahajala.csv
ɣas,ADV,outahajala.csv
nkk,PP,outahajala.csv
ammas,NN,outahajala.csv
n,S,outahajala.csv
ibrdan,NN,outahajala.csv
ula,C,outahajala.csv
mami,REL,outahajala.csv
qqisɣ,VB,outahajala.csv
ula,C,outahajala.csv
mayd,REL,outahajala.csv
isllan,VBP,outahajala.csv
udrɣ,VB,outahajala.csv
awn,S_PP,outahajala.csv
ammas,NN,outahajala.csv
n,S,outahajala.csv
iṢnḍal,NN,outahajala.csv
ruriɣ,VB,outahajala.csv
ɣifun,S_PP,outahajala.csv
iẓṛan,NN,outahajala.csv
ula,C,outahajala.csv
akal,NN,outahajala.csv
allɣ,VB,outahajala.csv
imṭṭi,NN,outahajala.csv
a,VOC,outahajala.csv
taymat,NN,outahajala.csv
a,VOC,outahajala.csv
tiddukkla,NN,outahajala.csv
a,VOC,outahajala.csv
tayri,NN,outahajala.csv
ula,C,outahajala.csv
lɛzizt,NN,outahajala.csv
a,VOC,outahajala.csv
tirruyza,NN,outahajala.csv
tmmut,VB,outahajala.csv
timmuzɣa,NN,outahajala.csv
timmuzɣa,NN,outahajala.csv
a,VOC,outahajala.csv
tudrt,NN,outahajala.csv
inu,DT,outahajala.csv
amm,C,outahajala.csv
u,NEG,outahajala.csv
km,PP,outahajala.csv
riɣ,VB,outahajala.csv
yan,DT,outahajala.csv
iqqan,VB,outahajala.csv
d,PROR,outahajala.csv
a,PRPR,outahajala.csv
ismuggi,VB,outahajala.csv
kcm,VB,outahajala.csv
nit,PROR,outahajala.csv
i,S,outahajala.csv
wakal,NN,outahajala.csv
yan,PROT,outahajala.csv
iran,VB,outahajala.csv
a,PRPR,outahajala.csv
nmgiddi,VB,outahajala.csv
nmun,VB,outahajala.csv
ar,PRPR,outahajala.csv
nsawal,VB,outahajala.csv
yan,PROT,outahajala.csv
isiggiln,VB,outahajala.csv
a,PRPR,outahajala.csv
iyi,PP,outahajala.csv
yagr,VB,outahajala.csv
mln,VB,outahajala.csv
iyi,S_PP,outahajala.csv
ma,REL,outahajala.csv
s,S,outahajala.csv
iyi,PP,outahajala.csv
yuf,VB,outahajala.csv
af,C,outahajala.csv
ukan,ADV,outahajala.csv
giɣ,VB,outahajala.csv
udad,NN,outahajala.csv
ikcmn,VBP,outahajala.csv
i,S,outahajala.csv
talatin,NN,outahajala.csv
d,PRPR,outahajala.csv
ad,PRPR,outahajala.csv
ur,NEG,outahajala.csv
ng,VB,outahajala.csv
zun,ADV,outahajala.csv
d,PRED,outahajala.csv
imugayn,NN,outahajala.csv
ikrf,VB,outahajala.csv
ufus,NN,outahajala.csv
tadrfit,NN,outahajala.csv
da,PRPR,outahajala.csv
as,S_PP,outahajala.csv
tjudm,VB,outahajala.csv
flɣ,VB,outahajala.csv
awnt,S_PP,outahajala.csv
nkkin,PP,outahajala.csv
ur,NEG,outahajala.csv
jju,ADV,outahajala.csv
giɣ,VB,outahajala.csv
ismg,NN,outahajala.csv
lḥṛaṛ,ROT,outahajala.csv
ad,PRPR,outahajala.csv
iyi,PP,outahajala.csv
yurun,VBP,outahajala.csv
iɣ,C,outahajala.csv
ukan,ADV,outahajala.csv
riɣ,VB,outahajala.csv
bnadm,NN,outahajala.csv
kcmɣ,VB,outahajala.csv
as,S_PP,outahajala.csv
iɣ,C,outahajala.csv
ur,NEG,outahajala.csv
riɣ,VB,outahajala.csv
nḍrɣ,VB,outahajala.csv
as,S_PP,outahajala.csv
ɣanck,C,outahajala.csv
ad,DT,outahajala.csv
inḍr,VB,outahajala.csv
ṭṭiṛ,NN,outahajala.csv
i,S,outahajala.csv
wakal,NN,outahajala.csv
ula,C,outahajala.csv
nkk,PP,outahajala.csv
giɣ,VB,outahajala.csv
lbaz,NN,outahajala.csv
is,INT,outahajala.csv
ka,PROT,outahajala.csv
nmyar,VB,outahajala.csv
akal,NN,outahajala.csv
ḥubban,VB,outahajala.csv
iyi,PP,outahajala.csv
ignwan,NN,outahajala.csv
iɣ,C,outahajala.csv
iṛmi,VB,outahajala.csv
rric,ROT,outahajala.csv
nnk,DT,outahajala.csv
akal,NN,outahajala.csv
wa,VOC,outahajala.csv
timmuzɣa,NN,outahajala.csv
tini,VB,outahajala.csv
kwḍiɣ,VB,outahajala.csv
aḍu,NN,outahajala.csv
n,S,outahajala.csv
walln,NN,outahajala.csv
ɣ,S,outahajala.csv
illa,VB,outahajala.csv
ccṛṛ,ROT,outahajala.csv
ar,PRPR,outahajala.csv
nttadr,VB,outahajala.csv
i,S,outahajala.csv
tinu,PPOS,outahajala.csv
zun,ADV,outahajala.csv
srsnt,VB,outahajala.csv
ur,NEG,outahajala.csv
anniɣ,VB,outahajala.csv
iɣ,C,outahajala.csv
ukan,ADV,outahajala.csv
sul,VB,outahajala.csv
ur,NEG,outahajala.csv
ndrk,VB,outahajala.csv
ad,PRPR,outahajala.csv
ak,S_PP,outahajala.csv
nrar,VB,outahajala.csv
awal,NN,outahajala.csv
nakwi,VB,outahajala.csv
d,S,outahajala.csv
ill,NN,outahajala.csv
ad,PRPR,outahajala.csv
ng,VB,outahajala.csv
islman,NN,outahajala.csv
nɛwwlt,VB,outahajala.csv
zmzlɣ,VB,outahajala.csv
ifrawn,NN,outahajala.csv
ɣ,S,outahajala.csv
iggi,NN,outahajala.csv
n,S,outahajala.csv
waman,NN,outahajala.csv
n,S,outahajala.csv
tisnt,NN,outahajala.csv
giɣ,VB,outahajala.csv
ukni,ADV,outahajala.csv
lfrɣan,NN,outahajala.csv
nk,PP,outahajala.csv
amm,C,outahajala.csv
u,NEG,outahajala.csv
Ṣaḥan,VB,outahajala.csv
wa,VOC,outahajala.csv
timmuzɣa,NN,outahajala.csv
giɣ,VB,outahajala.csv
lbaz,NN,outahajala.csv
yuru,VB,outahajala.csv
babas,NNK_PP,outahajala.csv
yasi,VB,outahajala.csv
tn,PP,outahajala.csv
ul,NN,outahajala.csv
nns,DT,outahajala.csv
tifyyi,NN,outahajala.csv
ur,NEG,outahajala.csv
ilin,VBP,outahajala.csv
idammn,NN,outahajala.csv
ur,NEG,outahajala.csv
a,PRPR,outahajala.csv
iyyi,PP,outahajala.csv
timim,VB,outahajala.csv
yan,PROT,outahajala.csv
rad,PRPR,outahajala.csv
iṢḥu,VB,outahajala.csv
ma,REL,outahajala.csv
ad,PRPR,outahajala.csv
adrɣ,VB,outahajala.csv
yawi,VB,outahajala.csv
nn,PROR,outahajala.csv
lyaqin,NN,outahajala.csv
isaqsa,VB,outahajala.csv
kullu,DT,outahajala.csv
wida,PDEM,outahajala.csv
ɣ,S,outahajala.csv
nusi,VB,outahajala.csv
tiram,NN,outahajala.csv
nnɣ,DT,outahajala.csv
lbaz,NN,outahajala.csv
iɣ,C,outahajala.csv
sawln,VB,outahajala.csv
iga,VB,outahajala.csv
akkw,ADV,outahajala.csv
akal,NN,outahajala.csv
imrwal,ADJ,outahajala.csv
wa,VOC,outahajala.csv
timmuzɣa,NN,outahajala.csv
!,PUNC,outahajala.csv
tudrt,NN,outahajala.csv
inu,DT,outahajala.csv
amm,C,outahajala.csv
u,NEG,outahajala.csv
km,PP,outahajala.csv
riɣ,VB,outahajala.csv
.,PUNC,outahajala.csv
tafust,NN,outahajala.csv
n,S,outahajala.csv
ččamma,NN,outahajala.csv
n,S,outahajala.csv
uḍaṛ,NN,outahajala.csv
irarn,VB,outahajala.csv
inlmadn,NN,outahajala.csv
n,S,outahajala.csv
tinml,NN,outahajala.csv
n,S,outahajala.csv
qaḍi,NNP,outahajala.csv
qddur,NNP,outahajala.csv
iḍnnaṭ,ADV,outahajala.csv
ččamma,NN,outahajala.csv
n,S,outahajala.csv
uḍaṛ,NN,outahajala.csv
.,PUNC,outahajala.csv
mṢbḍan,VB,outahajala.csv
xf,S,outahajala.csv
snat,NN,outahajala.csv
n,S,outahajala.csv
tggayin,NN,outahajala.csv
:,PUNC,outahajala.csv
izggwaɣn,ADJ,outahajala.csv
d,C,outahajala.csv
icmlaln,ADJ,outahajala.csv
.,PUNC,outahajala.csv
islan,NNP,outahajala.csv
d,C,outahajala.csv
yidir,NNP,outahajala.csv
ḍfarn,VB,outahajala.csv
tirart,NN,outahajala.csv
.,PUNC,outahajala.csv
nttat,PP,outahajala.csv
",",PUNC,outahajala.csv
tus,VB,outahajala.csv
d,PROR,outahajala.csv
akd,S,outahajala.csv
icmlaln,ADJ,outahajala.csv
",",PUNC,outahajala.csv
ntta,PP,outahajala.csv
yus,VB,outahajala.csv
d,PROR,outahajala.csv
akd,S,outahajala.csv
izggwaɣn,ADJ,outahajala.csv
.,PUNC,outahajala.csv
slt,VB,outahajala.csv
min,INT,outahajala.csv
ɣa,PRPR,outahajala.csv
yinin,VB,outahajala.csv
:,PUNC,outahajala.csv
idir,NNP,outahajala.csv
:,PUNC,outahajala.csv
azul,NN,outahajala.csv
a,VOC,outahajala.csv
ultma,NNK_PP,outahajala.csv
!,PUNC,outahajala.csv
islan,NNP,outahajala.csv
:,PUNC,outahajala.csv
azul,NN,outahajala.csv
a,VOC,outahajala.csv
uma,NNK_PP,outahajala.csv
!,PUNC,outahajala.csv
idir,NNP,outahajala.csv
:,PUNC,outahajala.csv
ma,INT,outahajala.csv
tẓṛid,VB,outahajala.csv
iḍnnaṭ,ADV,outahajala.csv
tfust,NN,outahajala.csv
n,S,outahajala.csv
ččamma,NN,outahajala.csv
n,S,outahajala.csv
uḍaṛ,NN,outahajala.csv
jar,S,outahajala.csv
inlmadn,NN,outahajala.csv
n,S,outahajala.csv
tinml,NN,outahajala.csv
n,S,outahajala.csv
qaḍi,NNP,outahajala.csv
qddur,NNP,outahajala.csv
?,PUNC,outahajala.csv
islan,NNP,outahajala.csv
:,PUNC,outahajala.csv
ẓṛiɣ,VB,outahajala.csv
tt,PP,outahajala.csv
ncc,PP,outahajala.csv
d,C,outahajala.csv
tmddukal,NN,outahajala.csv
inu,DT,outahajala.csv
",",PUNC,outahajala.csv
maca,C,outahajala.csv
ur,NEG,outahajala.csv
dags,S_PP,outahajala.csv
narri,VB,outahajala.csv
mzri,NN,outahajala.csv
!,PUNC,outahajala.csv
",",PUNC,outahajala.csv
ur,NEG,outahajala.csv
nufi,VB,outahajala.csv
tirart,NN,outahajala.csv
ččwwar,VB,outahajala.csv
!,PUNC,outahajala.csv
idir,NNP,outahajala.csv
:,PUNC,outahajala.csv
maɣar,PROT,outahajala.csv
!,PUNC,outahajala.csv
icmlaln,ADJ,outahajala.csv
ur,NEG,outahajala.csv
irarn,VB,outahajala.csv
dg,S,outahajala.csv
warndad,ADV,outahajala.csv
.,PUNC,outahajala.csv
islan,NNP,outahajala.csv
:,PUNC,outahajala.csv
tirart,NN,outahajala.csv
n,S,outahajala.csv
icmlaln,ADJ,outahajala.csv
tɣuda,VB,outahajala.csv
",",PUNC,outahajala.csv
mcḥal,IN,outahajala.csv
tuɣa,VB,outahajala.csv
tt,PP,outahajala.csv
ttxsɣ,VB,outahajala.csv
!,PUNC,outahajala.csv
maca,C,outahajala.csv
izggwaɣn,ADJ,outahajala.csv
ur,NEG,outahajala.csv
irarn,VB,outahajala.csv
s,S,outahajala.csv
tungint,NN,outahajala.csv
.,PUNC,outahajala.csv
idir,NNP,outahajala.csv
:,PUNC,outahajala.csv
tẓṛid,VB,outahajala.csv
masin,NNP,outahajala.csv
cḥal,ADV,outahajala.csv
issn,VB,outahajala.csv
ad,FOC,outahajala.csv
iwwt,VB,outahajala.csv
ččamma,NN,outahajala.csv
s,S,outahajala.csv
yixf,NN,outahajala.csv
!,PUNC,outahajala.csv
islan,NNP,outahajala.csv
:,PUNC,outahajala.csv
ẓṛiɣ,VB,outahajala.csv
t,PP,outahajala.csv
",",PUNC,outahajala.csv
maca,C,outahajala.csv
tuɣa,VB,outahajala.csv
ittkk,VB,outahajala.csv
dg,S,outahajala.csv
ca,DT,outahajala.csv
n,S,outahajala.csv
imirarn,NN,outahajala.csv
",",PUNC,outahajala.csv
ur,NEG,outahajala.csv
ittic,VB,outahajala.csv
ččamma,NN,outahajala.csv
i,S,outahajala.csv
imddukal,NN,outahajala.csv
nns,DT,outahajala.csv
.,PUNC,outahajala.csv
idir,NNP,outahajala.csv
:,PUNC,outahajala.csv
maca,C,outahajala.csv
ččamma,NN,outahajala.csv
ammu,ADV,outahajala.csv
i,S,outahajala.csv
tgga,VB,outahajala.csv
",",PUNC,outahajala.csv
ur,NEG,outahajala.csv
tlli,VB,outahajala.csv
maṛṛa,ADV,outahajala.csv
d,S,outahajala.csv
tungint,NN,outahajala.csv
!,PUNC,outahajala.csv
islan,NN,outahajala.csv
:,PUNC,outahajala.csv
surf,VB,outahajala.csv
iyi,S_PP,outahajala.csv
a,VOC,outahajala.csv
yidir,NN,outahajala.csv
!,PUNC,outahajala.csv
ččamma,NN,outahajala.csv
ur,NEG,outahajala.csv
tlli,VB,outahajala.csv
mbla,S,outahajala.csv
tiɣit,NN,outahajala.csv
d,C,outahajala.csv
uwqqaṛ,NN,outahajala.csv
n,S,outahajala.csv
imirarn,NN,outahajala.csv
!,PUNC,outahajala.csv
mcḥal,ADV,outahajala.csv
ur,NEG,outahajala.csv
ttxsɣ,VB,outahajala.csv
amnɣi,NN,outahajala.csv
di,C,outahajala.csv
tirart,NNP,outahajala.csv
!,PUNC,outahajala.csv
ayyuz,NN,outahajala.csv
icmlaln,ADJ,outahajala.csv
!,PUNC,outahajala.csv
urarn,NN,outahajala.csv
s,S,outahajala.csv
tungint,NN,outahajala.csv
!,PUNC,outahajala.csv
idir,NNP,outahajala.csv
:,PUNC,outahajala.csv
min,INT,outahajala.csv
tnnid,VB,outahajala.csv
d,S,outahajala.csv
tidt,NN,outahajala.csv
a,VOC,outahajala.csv
islan,NNP,outahajala.csv
.,PUNC,outahajala.csv
icmlaln,NN,outahajala.csv
arnan,VB,outahajala.csv
izggwaɣn,ADJ,outahajala.csv
",",PUNC,outahajala.csv
minzi,ADV,outahajala.csv
irarn,VB,outahajala.csv
s,S,outahajala.csv
tiɣit,NN,outahajala.csv
d,C,outahajala.csv
tungint,NN,outahajala.csv
.,PUNC,outahajala.csv
imṭṭawn,NN,outahajala.csv
imzwura,ADJ,outahajala.csv
g,S,outahajala.csv
uzmz,NN,outahajala.csv
azayku,ADJ,outahajala.csv
",",PUNC,outahajala.csv
umi,ADV,outahajala.csv
tssnta,VB,outahajala.csv
tudrt,NN,outahajala.csv
",",PUNC,outahajala.csv
ilul,VB,outahajala.csv
urba,NN,outahajala.csv
amzwaru,ADJ,outahajala.csv
g,S,outahajala.csv
umaḍal,NN,outahajala.csv
.,PUNC,outahajala.csv
zrin,VB,outahajala.csv
isggwasn,NN,outahajala.csv
",",PUNC,outahajala.csv
mmutn,VB,outahajala.csv
imarawn,NN,outahajala.csv
nns,DT,outahajala.csv
.,PUNC,outahajala.csv
iqqim,VB,outahajala.csv
ugujil,NN,outahajala.csv
ɣas,ADV,outahajala.csv
ntta,PP,outahajala.csv
.,PUNC,outahajala.csv
ur,NEG,outahajala.csv
yufi,VB,outahajala.csv
min,REL,outahajala.csv
ad,PRPR,outahajala.csv
icc,VB,outahajala.csv
",",PUNC,outahajala.csv
ur,NEG,outahajala.csv
yufi,VB,outahajala.csv
ma,REL,outahajala.csv
ad,FOC,outahajala.csv
issa,VB,outahajala.csv
",",PUNC,outahajala.csv
ur,NEG,outahajala.csv
yufi,VB,outahajala.csv
mani,ADV,outahajala.csv
ɣa,PRPR,outahajala.csv
ittṭṭṢ,VB,outahajala.csv
.,PUNC,outahajala.csv
ira,VB,outahajala.csv
ad,PRPR,outahajala.csv
iru,VB,outahajala.csv
",",PUNC,outahajala.csv
ur,NEG,outahajala.csv
as,S_PP,outahajala.csv
d,PROR,outahajala.csv
usin,VB,outahajala.csv
imṭṭawn,NN,outahajala.csv
.,PUNC,outahajala.csv
minzi,ADV,outahajala.csv
",",PUNC,outahajala.csv
tuɣa,ADV,outahajala.csv
imṭṭawn,NN,outahajala.csv
suln,VB,outahajala.csv
ur,NEG,outahajala.csv
llin,VB,outahajala.csv
.,PUNC,outahajala.csv
tẓṛ,VB,outahajala.csv
it,PROT,outahajala.csv
tziri,NN,outahajala.csv
sg,S,outahajala.csv
ujnna,NN,outahajala.csv
",",PUNC,outahajala.csv
tnna,VB,outahajala.csv
as,S_PP,outahajala.csv
:,PUNC,outahajala.csv
“,PUNC,outahajala.csv
ru,VB,outahajala.csv
",",PUNC,outahajala.csv
ru,VB,outahajala.csv
a,VOC,outahajala.csv
memmi,NN,outahajala.csv
!,PUNC,outahajala.csv
ad,PRPR,outahajala.csv
tkksd,VB,outahajala.csv
anzgum,NN,outahajala.csv
.,PUNC,outahajala.csv
”,PUNC,outahajala.csv
irar,VB,outahajala.csv
d,PROR,outahajala.csv
xafs,S_PP,outahajala.csv
",",PUNC,outahajala.csv
inna,VB,outahajala.csv
as,S_PP,outahajala.csv
mas,ADV,outahajala.csv
ur,NEG,outahajala.csv
iẓḍaṛ,VB,outahajala.csv
ad,PRPR,outahajala.csv
yalla,VB,outahajala.csv
.,PUNC,outahajala.csv
tssḥinnb,VB,outahajala.csv
as,S_PP,outahajala.csv
tziri,NN,outahajala.csv
",",PUNC,outahajala.csv
issnta,VB,outahajala.csv
igllin,ADJ,outahajala.csv
ar,PRPR,outahajala.csv
yalla,VB,outahajala.csv
!,PUNC,outahajala.csv
tsawl,VB,outahajala.csv
d,PROR,outahajala.csv
tmurt,NN,outahajala.csv
",",PUNC,outahajala.csv
tnna,VB,outahajala.csv
:,PUNC,outahajala.csv
-,PUNC,outahajala.csv
“,PUNC,outahajala.csv
ur,NEG,outahajala.csv
taǧǧd,VB,outahajala.csv
a,VOC,outahajala.csv
memmi,NNK_PP,outahajala.csv
imṭṭawn,NN,outahajala.csv
nnk,DT,outahajala.csv
ad,PRPR,outahajala.csv
awḍn,VB,outahajala.csv
akal,NN,outahajala.csv
.,PUNC,outahajala.csv
aqqa,C,outahajala.csv
imṭṭawn,NN,outahajala.csv
n,S,outahajala.csv
